city,three_year_pct_growth,employee_growth,num_employees,industry,rank,revenue_2007,founded,state,link,revenue_2010,industry_rank,blurb,company_name
Chicago,270,2,21,Consumer Products & Services,1108,10800000.0,1999,IL,http://www.GoContigo.com,39900000.0,64,"Distributes reusable travel beverage containerscoffee mugs, water bottles, and kids' cupsunder the Contigo and Avex brand names.",Ignite USA
San Francisco,271,28,75,Financial Services,1105,10500000.0,1999,CA,http://www.YapStone.com,39000000.0,56,Provides electronic payment processing of rents and dues for the property management industry. Major clients include inns and storage facilities.,YapStone
Jamesburg,272,27,20,Business Products & Services,1103,6700000.0,2001,NJ,http://www.billtrust.com,25100000.0,81,"Billtrust offers paper and electronic billing services for contractors, manufacturers, newspapers, telecoms, hospitals, utilities, and financial services companies.",Billtrust
Vancouver,267,81,103,Financial Services,1118,1100000.0,2006,WA,http://www.AlpinePaymentSystems.com,3900000.0,59,"A merchant services provider offering credit card processing, ATMs, cash advances, and gift and loyalty programs.",Alpine Payment Systems
Boston,268,13,14,IT Services,1115,1800000.0,2004,MA,http://www.Sysev.com,6500000.0,120,"Provides information technology consulting services designed to produce custom services in the areas of organizational change, business intelligence, and management.",SEI Boston
Lansdale,273,8,14,Real Estate,1101,720659.0,2003,PA,http://www.GlobalDMS.com,2700000.0,22,"Develops commercial and residential real estate appraisal software and collateral management technologies for mortgage lenders, mortgage brokers, appraisers, and appraisal management companies.",Global DMS
Birmingham,272,76,101,Energy,1102,3900000.0,1974,AL,http://www.SainEng.com,14400000.0,28,"Offers a wide variety of services to improve its customers' energy efficiency, including management, planning, strategy, metering, auditing, and consulting on use of alternative and renewable energy sources.",Sain Engineering Associates
Chantilly,279,14,12,Telecommunications,1084,1200000.0,1984,VA,http://www.morcom.com,4700000.0,37,"A supplier of wireless systems for critical public safety, defense, and aeronautical communications applications. The company specializes in in-building wireless, police and fire communications, and ground to air communications.",Morcom International
Richmond,280,121,176,Logistics & Transportation,1083,21200000.0,2003,VA,http://www.EFWNow.com,80500000.0,21,"Offers domestic and international shipping and logistics, including cross-border services, specialized services (such as armed and unarmed escorts and shipping of dangerous goods), air and ocean freight, air charter services, and customs brokerage.",Estes Forwarding Worldwide
Dallas,269,22,17,Business Products & Services,1110,2900000.0,2002,TX,http://www.Online-Rewards.com,10600000.0,82,Develops private label incentive and loyalty marketing programs for Global Fortune 1000 Companies and domestic government clients.,Online Rewards
Westlake Village,280,25,35,Consumer Products & Services,1081,3400000.0,1995,CA,http://www.bluemic.com,13000000.0,62,Manufacturers high-end microphones for the professional audio and consumer markets.,BLUE Microphones
Reston,280,20,25,Government Services,1080,1500000.0,2006,VA,http://www.ArdentMC.com,5500000.0,117,"Offers program and project management, business process engineering, IT implementation, data management, and information systems integration to government and commercial customers.",ArdentMC
Billerica,280,250,760,IT Services,1079,11600000.0,2001,MA,http://www.plumchoice.com,44300000.0,117,"Provides 24/7 online repair and assistance for digital devices through telecoms, ISPs, manufacturers, retailers, and other business partners.",PlumChoice
Chagrin Falls,271,8,14,Logistics & Transportation,1107,5800000.0,2005,OH,http://www.ReconLogistics.com,21500000.0,22,Offers transportation management and technology services to save small to midsize manufacturers money on their shipping and freight costs.,Recon Logistics
San Antonio,281,239,221,Government Services,1078,6600000.0,2005,TX,http://www.p3scorp.com,25100000.0,116,"Provides IT, health management, financial management, program management, and security services to the federal government.",P3S
Denver,281,21,28,Engineering,1077,1200000.0,2003,CO,http://www.TriunityEng.com,4700000.0,14,"Provides electrical and controls engineering, systems integration, analysis, design, construction management, inspection, testing and project management. Its customers are in all levels of government and in the industries of power, transportation, water, and waste water.",Triunity Engineering & Management
Lakewood,281,25,32,Government Services,1076,1700000.0,1994,CO,http://www.hpco.us.com,6500000.0,115,"Offers assessment, consulting, financial services, logistics planning, procurement, technology design and implementation, and asset management to local, state, and federal government customers.",HPC Solutions
Troy,281,115,55,Health,1075,4500000.0,2000,NY,http://www.etransmedia.com,17000000.0,74,"Supplies electronic health records, revenue cycle management, and records management services as well as various software services to small and midsize health care practices.",etransmedia Technology
Dallas,272,1320,1820,Food & Beverage,1104,16000000.0,2003,TX,http://www.WhichWich.com,59500000.0,33,"A franchise of sandwich shops serving more than 50 varieties of customizable ""wiches."" The shops encourage people to get together by offering free Wi-Fi, newspaper stations, music, and customer artwork on the walls. It has 133 locations in 20 states and plans to open 40 more stores this year.",Which Wich Superior Sandwiches
Houston,281,78,104,Financial Services,1071,1900000.0,2007,TX,http://www.nrlmtg.com,7400000.0,53,A mortgage lender with several retail locations as well as online services.,Nations Reliable Lending
Plano,262,734,165,Advertising & Marketing,1134,66800000.0,1999,TX,http://www.e-rewardsinc.com,242100000.0,114,"Assembles online consumer and business market research panels. A leader in permission-based digital data collection and advertising.It owns Research Now, Peanut Labs and e-Miles, all of which are internet-based businesses.",e-Rewards Market Research
Century City,282,19,32,Telecommunications,1068,7300000.0,2001,CA,http://www.net2ez.com,27900000.0,36,Provides managed data center space and server collocation services. The company operates a coast-to-coast fiber optic network with access to most major network carriers and facilities.,Net2EZ
Lawrenceville,280,30,200,IT Services,1082,1500000.0,1996,GA,http://www.vsiiusa.com,5700000.0,118,"Offers network services, IT staffing, application development, and project management to companies like Orbitz and Nextel.",VisionSoft International
Jacksonville,283,11,25,Business Products & Services,1067,4700000.0,2000,FL,http://www.Ocenture.com,18100000.0,77,"Bundles and sells identity theft protection, roadside assistance, remote data backup, and travel booking technology programs to insurance and marketing companies.",Ocenture
Frisco,284,35,45,Financial Services,1064,837445.0,2006,TX,http://www.MSICredit.com,3200000.0,52,Offers credit repair and restoration services to consumers.,MSI Credit Solutions
Cary,281,,14,Advertising & Marketing,1072,700735.0,2004,NC,http://www.LinkConnector.com,2700000.0,108,An affiliate marketing network that helps online merchants and their publishers maximize revenues from Internet sales. It serves more than a dozen of the top 500 Internet retailers.,LinkConnector
Houston,281,27,12,Manufacturing,1073,6400000.0,2001,TX,http://www.USLED.com,24300000.0,34,"Manufactures and distributes solid-state light-emitting diode (LED) products for signage, architectural, decorative, and general commercial use.",US LED
Corolla,284,48,14,Travel,1065,2000000.0,2004,NC,http://www.BrindleyBeach.com,7700000.0,6,Rents more than 500 vacation rental homes in the Outer Banks region of North Carolina to tourists.,Brindley Beach Vacations
Bryan,285,41,54,Consumer Products & Services,1062,3900000.0,2002,TX,http://www.cellucor.com,14900000.0,61,"Sells the Cellucor brand of dietary supplements for fitness and bodybuilding enthusiasts. Its products are designed to help build muscle, deliver protein, and enable weight loss.",Woodbolt International
Severna Park,281,6,8,Business Products & Services,1070,540000.0,2004,MD,http://www.ImagineLLC.com,2100000.0,78,"A business consultancy that helps entrepreneurs and companies in finance, insurance, tech, and other industries increase revenue and efficiency.",The Imagine Companies
Corbin,285,135,107,Retail,1063,4000000.0,1994,KY,http://www.TrollAndToad.com,15300000.0,43,"Sells out of print, collectible, and single unit games as well as current games. Products include collectible card games (Magic The Gathering, Yugioh, Pokemon), collectible miniatures, board games, toys, and nostalgia candy.",TrollAndToad.com
Fairport,285,42,19,Software,1061,3800000.0,1999,NY,http://www.RailComm.com,14700000.0,91,Develops remote control automation software for freight and passenger rail systems worldwide.,RailComm
Glendale,282,28,26,Health,1069,1300000.0,2004,WI,http://www.TrueProcess.com,4800000.0,73,Develops software for multinational medical device manufacturers and offers network hardware and software solutions for internationally renowned hospitals and health care systems.,True Process
Houston,283,,21,IT Services,1066,3100000.0,1994,TX,http://www.TechnologySupport.com,11800000.0,116,"Provides outsourced IT department for 120 businesses throughout Texas. Technology Support installs, supports and maintains data networks, VoIP phone systems and IP camera surveillance systems.",Technology Support
San Francisco,286,64,45,Financial Services,1059,2400000.0,2004,CA,http://www.parksidelending.com,9200000.0,51,Wholesale mortgage bank serving small (1-4 person) family homes in California.,Parkside Lending
Burbank,287,5,10,Human Resources,1056,911000.0,1999,CA,http://www.RoninLLC.com,3500000.0,25,"Provides recruiting and staffing, payroll, and vendor management services for organizations such as Boeing, University of Southern California, and BAE Systems.",Ronin Staffing
Denver,286,15,63,Software,1057,4100000.0,2004,CO,http://www.newsgator.com,15900000.0,90,"Provides social business solutions in industries worldwide to propel productivity, support collaboration, facilitate communication, and improve worker knowledge.",NewsGator Technologies
Tucker,287,118,152,Food & Beverage,1055,2800000.0,2002,GA,http://www.ddFoodSolutions.com,10800000.0,32,"Makes fully cooked, prepared meals and meal components for food service companies, schools, convention centers, restaurant chains, and club stores.",ddFoodSolutions
Houston,287,15,21,Construction,1054,1000000.0,2003,TX,http://www.CapitalReconstruction.com,4000000.0,41,"Offers capital improvements, catastrophe restoration, high-end interior design builds, and project management.",Capital Reconstruction
Bluffdale,288,11,38,Consumer Products & Services,1052,1100000.0,2002,UT,http://www.BodyGuardz.com,4100000.0,60,"Sells protective cases for mobile devices, including cell phones, laptops, media players, and gaming devices.",BodyGuardz
Fresno,288,,35,Business Products & Services,1053,2800000.0,2004,CA,http://www.SubcoInc.com,10800000.0,76,"Helps magazine publishers increase circulation through direct mail, Internet marketing, inbound and outbound telesales, trade show sales, corporate sponsorship, and partnerships.",SubCo
Tempe,289,51,64,Business Products & Services,1050,5100000.0,2005,AZ,http://www.FlexPrintInc.com,19800000.0,75,Sells printers and copiers and works with companies to develop managed office printing and related services.,FlexPrint
San Francisco,289,,60,IT Services,1049,2000000.0,2004,CA,http://www.lunexa.com,7700000.0,114,"Specializes in data-related services, including business intelligence, data warehousing, and enterprise data integration.",Lunexa
Cleveland,289,25,19,Human Resources,1047,2600000.0,2001,OH,http://www.EverStaff.com,10200000.0,24,"EverStaff is a recruiting and staffing firm specializing in temporary staffing, direct hire recruitment, payroll services, and vendor management for companies throughout the United States.",EverStaff
Ormond Beach,289,30,27,Health,1048,2100000.0,2005,FL,http://www.ComfortMedicalSupplyLLC.com,8300000.0,72,"Supplies home medical equipment such as power mobility products, pain therapy devices, and aids to daily living.",Comfort Medical Supply
Largo,289,11,14,Advertising & Marketing,1046,1500000.0,1999,FL,http://www.TheMediaCrew.com,5800000.0,107,"Provides online marketing, customer acquisition, e-mail delivery, lead generation, and compliance solutions services to its clients.",The Media Crew
San Jose,289,130,60,Manufacturing,1045,5200000.0,2000,CA,http://www.NPISolutions.com,20200000.0,33,Offers design and engineering services as well as creates prototypes and beta units for electronic equipment manufacturers.,NPI Solutions
Johns Creek,289,211,245,IT Services,1043,3300000.0,2003,GA,http://www.SVKSystems.com,13000000.0,113,"Provides systems integration, software development, and IT staffing services to government and commercial customers.",SVK Systems
Van Nuys,289,16,19,Logistics & Transportation,1044,3700000.0,2003,CA,http://www.InternationalCheckoutSolutions.com,14400000.0,20,"A global e-commerce company. By shifting fraud risk, fulfillment, customs documentation, merchandise returns, and customer service to International Checkout, merchants eliminate all of the risks and difficulties of conducting business internationally.",International Checkout
Portland,291,4,12,Health,1040,2400000.0,2006,ME,http://www.PutneyVet.com,9500000.0,71,"Develops and sells prescription pharmaceuticals for pets. It focuses on developing generics to replace frequently used drugs whose high cost is a barrier to prescribing, compliance, or use.",Putney
Huntington Beach,286,11,15,Insurance,1058,1400000.0,2006,CA,http://www.FiestaFranchise.com,5400000.0,14,Offers more than 50 personal lines of insurance and commercial insurance programs for businesses. The company also provides income tax preparation services for its clients.,Fiesta Insurance Franchise
Bowie,291,54,55,Government Services,1039,1600000.0,1999,MD,http://www.USGCInc.com,6200000.0,114,"Offers a full range of IT and management services, focusing on high-end technology, IT infrastructure support, and network engineering, for federal clients.",Advanced Government Solutions
Durham,281,23,38,Software,1074,534822.0,2006,NC,http://www.digitalsmiths.com,2000000.0,92,"Provides studio-grade, digital media analysis, operations, and publishing system that enables digital media companies to distribute and publish premium video content across multiple platforms, open up new revenue streams for film and TV assets, and build their audience. Customers include Warner Bros. and TMZ.com.",Digitalsmiths
Columbia,291,15,11,Business Products & Services,1041,866552.0,2006,MD,http://www.EventEQ.com,3400000.0,74,"A multidisciplinary event technology company that provides audio, lighting, video, and special effects for live events.",EventEQ
Oak Brook,292,390,475,Health,1035,11400000.0,1992,IL,http://www.ChiroOne.net,44900000.0,70,"A chiropractic care provider with 60 clinics throughout Illinois, Kentucky, and Texas and 20 more slated to open this year.",Chiro One Wellness Centers
Baton Rouge,289,18,18,IT Services,1042,1200000.0,2001,LA,http://www.geninf.com,4700000.0,112,"General Informatics is an IT consulting firm that specializes in network planning, installation, management, and security, as well as secure off-site data back-up and storage.",General Informatics
Valencia,292,26,41,Advertising & Marketing,1034,2100000.0,2003,CA,http://www.ScorpionDesign.com,8200000.0,106,Offers website design and Internet marketing for law firms and attorneys.,Scorpion Design
Baton Rouge,294,9,14,Construction,1032,2000000.0,2000,LA,http://www.TillageConstruction.com,7700000.0,40,"Offers Job Order Contracting (JOC), design-build, new construction, commercial renovation, and demolition services to customers in the federal government, education and commercial arenas.",Tillage Construction
Denver,294,66,103,Human Resources,1033,1100000.0,2005,CO,http://www.RazorTechnical.com,4500000.0,23,"A recruiter that places professionals in jobs in IT, telecommunications, and engineering.",Razor Technical Staffing
Columbus,293,98,70,Retail,1034,5200000.0,2004,OH,http://www.astorandblack.com,20600000.0,42,"Custom sews men's suits, jackets, pants, and shirts. Clothiers go directly to client's' home or office for all appointments.",Astor & Black Custom Clothiers
Seattle,292,10,12,Consumer Products & Services,1036,956918.0,2005,WA,http://www.nuun.com,3700000.0,59,"Produces electrolyte-enhanced, drink tablets that come in a recyclable tube, dissolve in water, and are free of sugar, carbs, and gluten.",Nuun & Company
Venice,291,6,7,Software,1037,603692.0,2005,CA,http://www.AlmerBlank.com,2400000.0,89,"Specializes in creating compelling and dynamic custom applications for Web, desktop, and mobile interfaces for clients such as PBS, House of Blues, and Mattel.",Almer/Blank
Golden,295,,73,Energy,1031,613000.0,2003,CO,http://www.LucaTechnologies.com,2400000.0,27,"Uses biotechnology to create and sustainably produce natural gas. Its proprietary technology stimulates native microorganisms in sub-surface hydrocarbon deposits, such as coal, oil, and organic-rich shales, to accelerate the conversion of these resources into methane, the principal component of natural gas.",Luca Technologies
Raleigh,291,495,62,IT Services,1038,7900000.0,2004,NC,http://www.Spectraforce.com,31000000.0,111,"Provides IT services through its offshore development centers as well as IT staff augmentation for IT, scientific, clinical, and engineering customers.",Spectraforce Technologies
Warren,296,433,122,Health,1029,7600000.0,1999,NJ,http://www.ahsrcm.com,30000000.0,69,"Offers medical billing and practice management software and services to hospitals, private practices, and ambulatory surgery centers.",AdvantEdge Healthcare Solutions
Arlington,296,50,30,IT Services,1028,2900000.0,2004,VA,http://www.eglobaltech.com,11600000.0,110,"Provides services from IT strategy , business process reengineering, cyber security, to IT system integration.",eGlobalTech
Chicago,296,64,51,Advertising & Marketing,1026,2600000.0,2005,IL,http://www.Tris3ct.com,10200000.0,104,"Provides marketing services to global consumer brands including Kimberly-Clark, Kawasaki Motors U.S.A., and Pabst Brewing.",Tris3ct
Cocoa,296,17,37,Manufacturing,1027,6600000.0,1967,FL,http://www.elastec.com,26000000.0,32,"Manufactures pollution control equipment, including containment booms, fire booms, dispersant equipment, portable tanks, baffles, curtains, nets, and hydro-fire booms. It was a major supplier of boom equipment to the 2010 BP oil spill in the Gulf of Mexico.",American Marine
San Diego,297,13,26,Manufacturing,1024,1100000.0,2005,CA,http://www.rasirc.com,4500000.0,31,"Develops products that purify and deliver ultra pure liquids and gases, with a primary focus on water vapor. Products include steam purification equipment, high temperature humidifiers, and high temperature vaporizers. Its technology was the first to bring steam purification into the semiconductor market.",RASIRC
Indianapolis,298,,220,Health,1021,10600000.0,2004,IN,http://us-hsi.com,42100000.0,68,"Provides medical cost management services to health care payors in multiple markets throughout the world. It connects clients to the lowest possible cost of care utilizing advanced technology, customized services, exclusive offerings, and personalized service to drive optimal savings and reduce administrative demands.",Health Systems International
Boca Raton,299,40,24,Advertising & Marketing,1020,1100000.0,2003,FL,http://www.CityTwist.com,4500000.0,103,Provides advertising services to businesses that target consumers in nearby zip codes.,CityTwist
Atlanta,299,68,78,Financial Services,1019,1300000.0,1998,GA,http://www.SilvertonMortgage.com,5300000.0,49,"A mortgage lender offering purchasing, refinancing, conventional, government, and jumbo loans.",Silverton Mortgage Specialists
Buford,288,21,19,Computer Hardware,1051,2000000.0,2001,GA,http://www.cablesandkits.com,7600000.0,6,"Sells Cisco accessories, general networking accessories, and used Cisco equipment online.",CablesAndKits.com
Costa Mesa,296,8,11,Advertising & Marketing,1030,1300000.0,2005,CA,http://www.FamilyMarketing.com,5200000.0,105,Specializes in offering advertising services for clients looking to target consumers who are pregnant and/or have small children.,Family Marketing
Tarzana,300,,4,Software,1017,1300000.0,2006,CA,http://www.FootprintBilling.com,5100000.0,88,Provides Web-based recurring payment processing and customer relationship management software for membership-based and subscription-based businesses; it particularly caters to martial arts studios.,Capital Processing Int'l
Warrenville,300,12,8,Food & Beverage,1016,3700000.0,1999,IL,http://www.WindyCityDistribution.com,14900000.0,31,Markets and distributes craft beers from around the world.,Windy City Distribution
Fremont,296,25,40,IT Services,1025,663298.0,2006,CA,http://www.sigmaways.com,2600000.0,109,"Serves start-ups and established companies with business consulting, application development, product engineering services, and staff augmentation.",Sigmaways
Norcross,301,,16,Insurance,1015,18000000.0,1979,GA,http://www.gic.com,72100000.0,13,"A property and casualty insurance company that insures and reinsures risk globally. It specializes in commercial trucking, contracting equipment, and builders insurance and in extended warranties.",Gramercy Insurance
Bakersfield,302,6,10,Energy,1014,1300000.0,2000,CA,http://www.HathawayLLC.com,5400000.0,26,"Acquires, optimizes, and develops oil and gas properties.",Hathaway
Portland,298,65,40,IT Services,1022,3700000.0,2001,OR,http://www.Smarsh.com,14800000.0,108,"Offers secure e-mail archiving services for compliance and records retention, proactive litigation readiness, and mail server data management for customers in highly-regulated industries.",Smarsh
Lewisville,298,,2176,Financial Services,1023,46300000.0,1997,TX,http://www.NationstarMtg.com,184100000.0,50,"A mortgage servicer and lender offering conforming, Fannie Mae, FHA, FHLMC, VA, jumbo, and USDA mortgage products directly to consumers. The company filed for an IPO in May 2011.",Nationstar Mortgage
Dayton,303,13,37,Government Services,1013,1900000.0,2001,OH,http://www.azimuth-corp.com,7500000.0,113,"Provides scientific, engineering, and technical services to government customers. Its engineers and scientists are experts in spacecraft systems, military electronics, sensors, anti-tampering, survivability, lasers, modeling, materials research, and technology assessments.",Azimuth
Arlington,304,121,35,Government Services,1012,3300000.0,2001,VA,http://www.CatapultConsultants.com,13400000.0,112,"Catapult Consultants offers financial management, acquisition management, program management, and information assurance services to federal agencies.",Catapult Consultants
San Mateo,304,,73,Telecommunications,1010,27600000.0,2003,CA,http://www.intelepeer.com,111500000.0,35,"Enables carriers, service providers, and enterprises to access communication services from the cloud through its hosted platform delivering interactive voice, video, SMS, data and other rich-media services to any wireline or wireless phone or IP connected device.",IntelePeer
Coeur d'Alene,304,120,105,Manufacturing,1011,173100000.0,1978,ID,http://www.Sunshinemint.com,698600000.0,30,"Sunshine Minting supplies precious metals like silver, gold, and platinum to be used by government mints, private minting companies, coin and collectible marketing companies, and bullion dealers around the world.",Sunshine Minting
Atlanta,305,38,50,IT Services,1008,2300000.0,2006,GA,http://www.jabian.com,9300000.0,107,"Offers a full range of IT services, including technology optimization and execution, customer relationship management, business strategy, and human capital management.",Jabian Consulting
New York,305,6,5,Business Products & Services,1007,2500000.0,1999,NY,http://www.ldjproductions.com,10200000.0,73,"An event management and production company handling design, production, logistics, and execution of events including small meetings, club events, large corporate conferences, fashion shows, and national traveling tours.",LDJ Productions
Mission Viejo,306,30,36,Advertising & Marketing,1002,1600000.0,2005,CA,http://www.MyCustomerData.com,6600000.0,102,"Operates an automated marketing system that manages clients' customer database, automatically executes marketing campaigns, and tracks advertising performance in real time. The system specifically aims to retain existing customers that are likely to defect, recapture customers that have already left and are doing business with competitors, and acquire new prospects.",MyCustomerData.com
La Jolla,305,68,79,Software,1009,4000000.0,2000,CA,http://www.kyriba.com,16000000.0,87,"Develops online cash management software that integrates bank balances, transaction reporting, payments, cash positioning/forecasting, automated general ledger posting, and investment portfolio reporting.",Kyriba
Boca Raton,305,3,12,Media,1006,716441.0,1999,FL,http://www.petplace.com,2900000.0,23,"Provides the largest source of pet content on the Internet including an in-depth library of over 15,000 articles written by over 85 noted veterinarians.",PetPlace.com
Concord,311,12,20,IT Services,985,629031.0,1999,CA,http://www.baymcp.com,2600000.0,103,Assigns individual account managers to businesses seeking various IT services. Its services include smoothing out clients' computer functions and helping plan for future IT operations.,Bay Computing Group
Addison,305,56,31,IT Services,1004,2400000.0,2004,TX,http://www.SoftTrans.net,9900000.0,106,"Offers IT services to the finance and healthcare markets. The company also provides project management and staffing in the areas of technology, risk management, and compliance.",Software Transformations
Huntsville,305,86,97,Government Services,1005,4600000.0,2005,AL,http://www.services-sps.com,18700000.0,111,"Supports defense and commercial organizations with integrated logistics, new equipment training, project management, and training development.",Systems Products and Solutions
Bellevue,305,14,25,Business Products & Services,1003,2300000.0,2002,WA,http://www.bizx.com,9300000.0,72,"Operates a network whose members can barter non-performing assets, idle inventory, and downtime in exchange for products and services they need to grow their business.",BizXchange
Burnham,311,255,175,Manufacturing,984,43200000.0,2005,IL,http://www.ScrapMetalServices.com,177800000.0,29,Provides scrap management and brokerage services for ferrous and nonferrous scrap suppliers and consumers.,Scrap Metal Services
Woodinville,312,7,14,Health,983,1100000.0,2006,WA,http://www.Summit-Imaging.net,4600000.0,67,"Based in the Seattle area, Summit Imaging is an ultrasound repair and technology company. Summit Imaging repairs PCBs and transducers down to component level, providing technical support, onsite service, sales and repairs of ultrasound systems.",Summit Imaging
Fairport,312,8,17,Energy,980,1600000.0,2003,NY,http://www.MaeTecPower.com,6700000.0,25,"Offers DC power services, including power plant builds; battery installation, maintenance, and load testing; uninterruptible power system (UPS) installation and maintenance; grounding schemes; and interior plant infrastructure. Its customers are telecoms, data centers, cable companies, banks, utilities, schools, and municipalities.",MaeTec Power
Woburn,311,2,3,Telecommunications,986,6300000.0,2001,MA,http://www.Go2Communications.com,25900000.0,34,"Through an alliance with AT&T, the company designs and implements telecommunications network infrastructure for both local area and wide area networks.",Go2 Communications
Oklahoma City,314,21,40,IT Services,977,1500000.0,2005,OK,http://www.rfip.com,6100000.0,101,"Specializes in municipal Wi-Fi implementation, cellular communications, voice and data network engineering, and tower construction services for local and state agencies and corporations across the country. RFIP implemented the nation's largest municipal Wi-Fi system, for Oklahoma City, with plans to implement similar systems for other cities and states.",RFIP
Plymouth,314,18,45,Retail,976,1900000.0,2003,MN,http://www.ProbusOneTouch.com,7700000.0,40,"Sources products from contract manufacturers in China and the U.S. and sells them directly to consumers through its various websites, which include DuraShieldCovers.com (protective sport vehicle covers) and RollMobility.com (wheelchairs, canes, and walkers).",Probus OneTouch
San Diego,314,130,150,Manufacturing,974,7200000.0,1999,CA,http://www.DKEngineering.com,30000000.0,27,D&K Engineering is an engineering and manufacturing services company that focuses on developing and manufacturing complex electromechanical products and equipment.,D&K Engineering
Tampa,314,15,25,IT Services,975,1500000.0,2003,FL,http://www.qoncert.com,6100000.0,100,"Specializes in the design, implementation, and maintenance of Cisco-based computer networks, including data center cloud computing, telephony, wireless, servers, and security devices.",Qoncert
Lincolnwood,314,10,13,Business Products & Services,973,1700000.0,2005,IL,http://www.CDWmerchants.com,6900000.0,69,"Designs, produces, and packs kits of visual props and decorative elements for large retail companies. Offerings include holiday decorations, employee apparel, frames, small fixtures, and table dressing.",CDW Merchants
Landover,315,250,125,Government Services,971,10600000.0,1999,MD,http://www.HeiTechServices.com,44000000.0,106,"Delivers IT services, professional services, management consulting, and program support to government agencies.",HeiTech Services
Provo,315,90,97,Software,972,5100000.0,2004,UT,http://www.ImagineLearning.com,21100000.0,86,"Creates and distributes educational software that teaches children literacy and the English language. The software builds literacy and vocabulary, assesses performance, tracks progress, and gives customized feedback in English or the student's first language. It is sold primarily to public schools in the U.S. and is beginning to be sold internationally.",Imagine Learning
Goshen,299,39,24,Consumer Products & Services,1018,1200000.0,2004,IN,http://www.brimarwood.com,4600000.0,58,"Manufactures high end standard and custom commercial office furniture including private office case goods, executive conference room products and unique reception area solutions.",BriMar Wood Innovations
Palo Alto,315,36,61,Consumer Products & Services,970,9200000.0,2004,CA,http://www.imvu.com,38200000.0,56,An avatar-based social network and virtual world where people meet and interact in 3D. IMVU has 40 million registered users and 6 million unique visitors per month.,IMVU
The Woodlands,313,27,33,IT Services,979,1500000.0,2004,TX,http://www.integratedsecure.com,6100000.0,102,"Specializes in full life-cycle delivery and operational support of enterprise systems, offering agile systems for net-centricity, systems engineering, user enablement, and knowledge management for commercial and government clients.",Integrated Secure
Frederick,315,35,120,Advertising & Marketing,968,2100000.0,2000,MD,http://www.EngageDirectMail.com,8600000.0,98,"A direct mail service bureau specializing in fundraising for non profit organizations. It offers database marketing, production, lockbox, and consulting services to museums, memorials, missions, and political and advocacy organizations.",Engage
Los Angeles,312,29,41,Manufacturing,981,1700000.0,2003,CA,http://www.lusive.com,6900000.0,28,"Manufactures handcrafted, high-end lighting and accessories, specializing in custom signature pieces for architects and interior designers within the hospitality industry.",Lusive Decor
Virginia Beach,315,104,143,Business Products & Services,969,4700000.0,2000,VA,http://www.DOMAonline.com,19500000.0,68,"Specializes in converting paper documents into industry-standard digital images, as well as provides off-site learning and training, database development, requirements analysis, systems analysis, program management, infrastructure design, software development support, and administrative staffing assistance to government and health care customers.",DOMA Technologies
Ocean,285,60,88,IT Services,1060,3200000.0,1997,NJ,http://www.AASKI.com,12500000.0,115,"Provides systems engineering, project and acquisition management, logistics, and testing services, with expertise in networking technologies that provide next-generation integrated communications platforms. Customers include the U.S. Department of Defense, communication service providers and contractors, equipment manufacturers, financial services firms, and pharmaceutical companies.",AASKI Technology
Tampa,316,4,9,Software,966,532221.0,2005,FL,http://www.NetDirector.biz,2200000.0,85,"Offers a SaaS-based data and document exchange services that enable companies engaged in heavy transactionssuch as those in health care, banking, and collectionsto share data with their affiliates over a single Internet connection.",NetDirector
Milwaukee,317,20,41,IT Services,962,3000000.0,2003,WI,http://www.AffinityIT.com,12400000.0,98,"Provides project, program, and portfolio management, lean IT, information security, and enterprise systems services to major corporations and growing companies.",Affinity
Las Vegas,317,15,10,Advertising & Marketing,961,742801.0,2006,NV,http://www.BestRateReferrals.com,3100000.0,97,"Best Rate Referrals is a direct marketing company specializing in lead generation and for the mortgage, real estate, & insurance industries.",Best Rate Referrals
Ocala,318,110,25,Construction,959,1500000.0,2001,FL,http://www.ClimateControlFlorida.com,6300000.0,38,"Provides internal sheet metal fabrication, insulation, installation, and pipe-fitting faucets.",Climate Control Mechanical Services
Indianapolis,318,357,115,Health,958,16300000.0,1990,IN,http://www.AITLabs.com,68200000.0,66,"A toxicology and forensics lab that does testing and research for law enforcement, corporations, government agencies, pharmaceutical companies, hospitals, physicians, pain management professionals, medical examiners, attorneys, and courts of law.",AIT Laboratories
Greenwood Village,318,55,34,Human Resources,956,2900000.0,2000,CO,http://www.innovargroup.com,12000000.0,22,"Provides recruiting services to startups, government, and major corporations for positions in IT, sales, and finance.",Innovar Group
Austin,315,32,36,Insurance,967,13600000.0,2005,TX,http://www.AllWebLeads.com,56600000.0,12,"Sells sales leads to insurance agents, brokers and carriers through an interactive marketing technology platform that provides quality connections between insurance producers and consumers who are actively searching online for insurance products.",All Web Leads
Madison,320,21,42,Security,955,1600000.0,2003,AL,http://www.pikewerks.com,6700000.0,18,"Specializes in advanced research and development of computer security software with an emphasis on anti-tampering, software protection, forensics, information operations, cyber security, and insider threats.",Pikewerks
Scottsdale,316,71,105,Telecommunications,965,5200000.0,2000,AZ,http://www.telesphere.com,21500000.0,33,"Provides a cloud-based communications system that allows businesses all the VoIP and unified communications services once reserved only for the largest companies, at low cost.",Telesphere
